CCG Sample ID    Sample Name
172476	Pool35-head
172504	Pool49-head
172509	Pool51-head
172511	Pool52-head
172513	Pool1-ovaries
172515	Pool2-ovaries
172517	Pool3-ovaries
172519	Pool4-ovaries
172539	Pool14-ovaries
172541	Pool15-ovaries
172543	Pool16-ovaries
172545	Pool17-ovaries
172561	Pool25-ovaries
172563	Pool26-ovaries
172565	Pool27-ovaries
172571	Pool30-ovaries
172573	Pool31-ovaries
172575	Pool32-ovaries
172642	Pool13-venom
