File.name	A00	FileID	S	L	R	Path
0.data/mlammers_ML01_Mai11/A006850198_172563_S214_L002_R1_001.fastq.gz	A006850198	172563	S214	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172565_S215_L001_R1_001.fastq.gz	A006850198	172565	S215	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172565_S215_L002_R1_001.fastq.gz	A006850198	172565	S215	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172567_S216_L001_R1_001.fastq.gz	A006850198	172567	S216	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172567_S216_L002_R1_001.fastq.gz	A006850198	172567	S216	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172569_S217_L001_R1_001.fastq.gz	A006850198	172569	S217	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172569_S217_L002_R1_001.fastq.gz	A006850198	172569	S217	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172571_S218_L001_R1_001.fastq.gz	A006850198	172571	S218	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172571_S218_L002_R1_001.fastq.gz	A006850198	172571	S218	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172573_S219_L001_R1_001.fastq.gz	A006850198	172573	S219	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172573_S219_L002_R1_001.fastq.gz	A006850198	172573	S219	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172575_S220_L001_R1_001.fastq.gz	A006850198	172575	S220	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172575_S220_L002_R1_001.fastq.gz	A006850198	172575	S220	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172577_S221_L001_R1_001.fastq.gz	A006850198	172577	S221	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172577_S221_L002_R1_001.fastq.gz	A006850198	172577	S221	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172579_S222_L001_R1_001.fastq.gz	A006850198	172579	S222	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172579_S222_L002_R1_001.fastq.gz	A006850198	172579	S222	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172581_S223_L001_R1_001.fastq.gz	A006850198	172581	S223	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172581_S223_L002_R1_001.fastq.gz	A006850198	172581	S223	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172583_S224_L001_R1_001.fastq.gz	A006850198	172583	S224	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172583_S224_L002_R1_001.fastq.gz	A006850198	172583	S224	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172585_S225_L001_R1_001.fastq.gz	A006850198	172585	S225	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172585_S225_L002_R1_001.fastq.gz	A006850198	172585	S225	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172587_S226_L001_R1_001.fastq.gz	A006850198	172587	S226	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172587_S226_L002_R1_001.fastq.gz	A006850198	172587	S226	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172589_S227_L001_R1_001.fastq.gz	A006850198	172589	S227	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172589_S227_L002_R1_001.fastq.gz	A006850198	172589	S227	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172591_S228_L001_R1_001.fastq.gz	A006850198	172591	S228	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172591_S228_L002_R1_001.fastq.gz	A006850198	172591	S228	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172593_S229_L001_R1_001.fastq.gz	A006850198	172593	S229	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172593_S229_L002_R1_001.fastq.gz	A006850198	172593	S229	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172595_S230_L001_R1_001.fastq.gz	A006850198	172595	S230	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172595_S230_L002_R1_001.fastq.gz	A006850198	172595	S230	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172597_S231_L001_R1_001.fastq.gz	A006850198	172597	S231	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172597_S231_L002_R1_001.fastq.gz	A006850198	172597	S231	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172599_S232_L001_R1_001.fastq.gz	A006850198	172599	S232	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172599_S232_L002_R1_001.fastq.gz	A006850198	172599	S232	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172601_S233_L001_R1_001.fastq.gz	A006850198	172601	S233	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172601_S233_L002_R1_001.fastq.gz	A006850198	172601	S233	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172604_S234_L001_R1_001.fastq.gz	A006850198	172604	S234	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172604_S234_L002_R1_001.fastq.gz	A006850198	172604	S234	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172606_S235_L001_R1_001.fastq.gz	A006850198	172606	S235	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172606_S235_L002_R1_001.fastq.gz	A006850198	172606	S235	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172608_S236_L001_R1_001.fastq.gz	A006850198	172608	S236	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172608_S236_L002_R1_001.fastq.gz	A006850198	172608	S236	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172610_S237_L001_R1_001.fastq.gz	A006850198	172610	S237	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172610_S237_L002_R1_001.fastq.gz	A006850198	172610	S237	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172612_S238_L001_R1_001.fastq.gz	A006850198	172612	S238	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172612_S238_L002_R1_001.fastq.gz	A006850198	172612	S238	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172614_S239_L001_R1_001.fastq.gz	A006850198	172614	S239	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172614_S239_L002_R1_001.fastq.gz	A006850198	172614	S239	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172616_S240_L001_R1_001.fastq.gz	A006850198	172616	S240	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172616_S240_L002_R1_001.fastq.gz	A006850198	172616	S240	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172618_S241_L001_R1_001.fastq.gz	A006850198	172618	S241	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172618_S241_L002_R1_001.fastq.gz	A006850198	172618	S241	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172620_S242_L001_R1_001.fastq.gz	A006850198	172620	S242	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172620_S242_L002_R1_001.fastq.gz	A006850198	172620	S242	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172622_S243_L001_R1_001.fastq.gz	A006850198	172622	S243	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172622_S243_L002_R1_001.fastq.gz	A006850198	172622	S243	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172624_S244_L001_R1_001.fastq.gz	A006850198	172624	S244	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172624_S244_L002_R1_001.fastq.gz	A006850198	172624	S244	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172626_S245_L001_R1_001.fastq.gz	A006850198	172626	S245	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172626_S245_L002_R1_001.fastq.gz	A006850198	172626	S245	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172628_S246_L001_R1_001.fastq.gz	A006850198	172628	S246	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172628_S246_L002_R1_001.fastq.gz	A006850198	172628	S246	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172630_S247_L001_R1_001.fastq.gz	A006850198	172630	S247	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172630_S247_L002_R1_001.fastq.gz	A006850198	172630	S247	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172632_S248_L001_R1_001.fastq.gz	A006850198	172632	S248	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172632_S248_L002_R1_001.fastq.gz	A006850198	172632	S248	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172634_S249_L001_R1_001.fastq.gz	A006850198	172634	S249	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172634_S249_L002_R1_001.fastq.gz	A006850198	172634	S249	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172636_S250_L001_R1_001.fastq.gz	A006850198	172636	S250	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172636_S250_L002_R1_001.fastq.gz	A006850198	172636	S250	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172638_S251_L001_R1_001.fastq.gz	A006850198	172638	S251	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172638_S251_L002_R1_001.fastq.gz	A006850198	172638	S251	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172640_S252_L001_R1_001.fastq.gz	A006850198	172640	S252	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172640_S252_L002_R1_001.fastq.gz	A006850198	172640	S252	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172642_S253_L001_R1_001.fastq.gz	A006850198	172642	S253	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172642_S253_L002_R1_001.fastq.gz	A006850198	172642	S253	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172644_S254_L001_R1_001.fastq.gz	A006850198	172644	S254	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172644_S254_L002_R1_001.fastq.gz	A006850198	172644	S254	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172646_S255_L001_R1_001.fastq.gz	A006850198	172646	S255	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172646_S255_L002_R1_001.fastq.gz	A006850198	172646	S255	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172648_S256_L001_R1_001.fastq.gz	A006850198	172648	S256	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172648_S256_L002_R1_001.fastq.gz	A006850198	172648	S256	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172650_S257_L001_R1_001.fastq.gz	A006850198	172650	S257	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172650_S257_L002_R1_001.fastq.gz	A006850198	172650	S257	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172652_S258_L001_R1_001.fastq.gz	A006850198	172652	S258	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172652_S258_L002_R1_001.fastq.gz	A006850198	172652	S258	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172654_S259_L001_R1_001.fastq.gz	A006850198	172654	S259	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172654_S259_L002_R1_001.fastq.gz	A006850198	172654	S259	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172656_S260_L001_R1_001.fastq.gz	A006850198	172656	S260	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172656_S260_L002_R1_001.fastq.gz	A006850198	172656	S260	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172658_S261_L001_R1_001.fastq.gz	A006850198	172658	S261	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172658_S261_L002_R1_001.fastq.gz	A006850198	172658	S261	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172660_S262_L001_R1_001.fastq.gz	A006850198	172660	S262	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172660_S262_L002_R1_001.fastq.gz	A006850198	172660	S262	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172662_S263_L001_R1_001.fastq.gz	A006850198	172662	S263	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172662_S263_L002_R1_001.fastq.gz	A006850198	172662	S263	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172664_S264_L001_R1_001.fastq.gz	A006850198	172664	S264	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172664_S264_L002_R1_001.fastq.gz	A006850198	172664	S264	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172666_S265_L001_R1_001.fastq.gz	A006850198	172666	S265	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172666_S265_L002_R1_001.fastq.gz	A006850198	172666	S265	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172668_S266_L001_R1_001.fastq.gz	A006850198	172668	S266	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172668_S266_L002_R1_001.fastq.gz	A006850198	172668	S266	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172670_S267_L001_R1_001.fastq.gz	A006850198	172670	S267	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172670_S267_L002_R1_001.fastq.gz	A006850198	172670	S267	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172672_S268_L001_R1_001.fastq.gz	A006850198	172672	S268	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172672_S268_L002_R1_001.fastq.gz	A006850198	172672	S268	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172674_S269_L001_R1_001.fastq.gz	A006850198	172674	S269	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172674_S269_L002_R1_001.fastq.gz	A006850198	172674	S269	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172676_S270_L001_R1_001.fastq.gz	A006850198	172676	S270	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172676_S270_L002_R1_001.fastq.gz	A006850198	172676	S270	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172678_S271_L001_R1_001.fastq.gz	A006850198	172678	S271	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172678_S271_L002_R1_001.fastq.gz	A006850198	172678	S271	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172680_S272_L001_R1_001.fastq.gz	A006850198	172680	S272	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172680_S272_L002_R1_001.fastq.gz	A006850198	172680	S272	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172682_S273_L001_R1_001.fastq.gz	A006850198	172682	S273	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172682_S273_L002_R1_001.fastq.gz	A006850198	172682	S273	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172684_S274_L001_R1_001.fastq.gz	A006850198	172684	S274	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172684_S274_L002_R1_001.fastq.gz	A006850198	172684	S274	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172686_S275_L001_R1_001.fastq.gz	A006850198	172686	S275	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172686_S275_L002_R1_001.fastq.gz	A006850198	172686	S275	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172688_S276_L001_R1_001.fastq.gz	A006850198	172688	S276	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172688_S276_L002_R1_001.fastq.gz	A006850198	172688	S276	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172690_S277_L001_R1_001.fastq.gz	A006850198	172690	S277	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172690_S277_L002_R1_001.fastq.gz	A006850198	172690	S277	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172692_S278_L001_R1_001.fastq.gz	A006850198	172692	S278	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172692_S278_L002_R1_001.fastq.gz	A006850198	172692	S278	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172694_S279_L001_R1_001.fastq.gz	A006850198	172694	S279	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172694_S279_L002_R1_001.fastq.gz	A006850198	172694	S279	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172696_S280_L001_R1_001.fastq.gz	A006850198	172696	S280	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172696_S280_L002_R1_001.fastq.gz	A006850198	172696	S280	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172698_S281_L001_R1_001.fastq.gz	A006850198	172698	S281	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172698_S281_L002_R1_001.fastq.gz	A006850198	172698	S281	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172700_S282_L001_R1_001.fastq.gz	A006850198	172700	S282	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172700_S282_L002_R1_001.fastq.gz	A006850198	172700	S282	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172703_S283_L001_R1_001.fastq.gz	A006850198	172703	S283	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172703_S283_L002_R1_001.fastq.gz	A006850198	172703	S283	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172705_S284_L001_R1_001.fastq.gz	A006850198	172705	S284	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172705_S284_L002_R1_001.fastq.gz	A006850198	172705	S284	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172707_S285_L001_R1_001.fastq.gz	A006850198	172707	S285	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172707_S285_L002_R1_001.fastq.gz	A006850198	172707	S285	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172709_S286_L001_R1_001.fastq.gz	A006850198	172709	S286	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172709_S286_L002_R1_001.fastq.gz	A006850198	172709	S286	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172711_S287_L001_R1_001.fastq.gz	A006850198	172711	S287	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172711_S287_L002_R1_001.fastq.gz	A006850198	172711	S287	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172713_S288_L001_R1_001.fastq.gz	A006850198	172713	S288	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172713_S288_L002_R1_001.fastq.gz	A006850198	172713	S288	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172715_S289_L001_R1_001.fastq.gz	A006850198	172715	S289	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172715_S289_L002_R1_001.fastq.gz	A006850198	172715	S289	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172717_S290_L001_R1_001.fastq.gz	A006850198	172717	S290	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172717_S290_L002_R1_001.fastq.gz	A006850198	172717	S290	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172719_S291_L001_R1_001.fastq.gz	A006850198	172719	S291	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172719_S291_L002_R1_001.fastq.gz	A006850198	172719	S291	L002	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172721_S292_L001_R1_001.fastq.gz	A006850198	172721	S292	L001	R1	0.data/mlammers_ML01_Mai11/
0.data/mlammers_ML01_Mai11/A006850198_172721_S292_L002_R1_001.fastq.gz	A006850198	172721	S292	L002	R1	0.data/mlammers_ML01_Mai11/
